Official Name,Country/Org of UN Registry,Country of Operator,Operator,Users,Purpose,Period (minutes),Date of Launch,Contractor,Country of Contractor,Launch Site,Launch Vehicle,NORAD Number,Year
Kent Ridge 1,NR,Singapore,National University of Singapore,Civil,Earth Observation,95.49,12/16/2015,National University of Singapore,Singapore,Satish Dhawan Space Centre,PSLV-C29,41167,2015
Kepler-2 CASE,NR,Canada,Kepler Communications,Commercial,Communications,95,11/29/2018,Kepler Communications,Canada,Satish Dhawan Space Centre,PSLV,43729,2018
KestrelEye IIM,USA,USA,U.S. Army Space and Missile Defense Command/Army Forces Strategic Command,Military,Earth Observation/Technology Development,92.6,10/24/2017,U.S. Army Space and Missile Defense Command/Army Forces Strategic Command,USA,International Space Station,Nanorack Deployer,42982,2017
USA 186,USA,USA,National Reconnaissance Office (NRO),Military,Earth Observation,97,10/19/2005,Lockheed Martin,USA,Vandenberg AFB,Titan IV,28888,2005
USA 224,USA,USA,National Reconnaissance Office (NRO),Military,Earth Observation,97,1/20/2011,Lockheed Martin,USA,Vandenberg AFB,Delta 4 Heavy,37348,2011
USA 245,USA,USA,National Reconnaissance Office (NRO),Military,Earth Observation,97.25,8/28/2013,Lockheed Martin,USA,Vandenberg AFB,Delta 4 Heavy,39232,2013
USA 290,NR (11/19),USA,National Reconnaissance Office (NRO),Military,Earth Observation,92.7,1/19/2019,Lockheed Martin,USA,Vandenberg AFB,Delta 4 Heavy,43941,2019
KhalifaSat,United Arab Emirates,United Arab Emirates,Emirates Institution for Advanced Science & Technology (EIAST),Government,Earth Observation,96.8,10/29/2018,Mohammed bin Rashid Space Center,United Arab Emirates,Tanegashima Space Center,H2A,43676,2018
KIPP-1,NR,United Kingdom,Kepler Communications,Commercial,Communications,95.3,1/18/2018,Clyde Space,UK,Jiuquan Satellite Launch Center,Long March 11,43157,2018
Kirameki-2,Japan,Japan,Ministry of Defense,Military,Communications,1436.1,1/24/2017,Mitsubishi Electric,Japan,Tanegashima Space Center,H2A,41940,2017
Kizuna,Japan,Japan,Japan Aerospace Exploration Agency (JAXA),Government,Technology Development,1436.1,2/23/2008,JAXA/National Institute of Information and Communications Technology (NICT),Japan,Tanegashima Space Center,H2A,32500,2008
KJSY-1,NR,China,Tsinghua University,Civil,Technology Development,95.23,9/19/2015,Tsinghua University,China,Taiyuan Launch Center,Long March 6,40914,2015
KKS-1,Japan,Japan,Tokyo Metropolitan College of Industrial Technology,Civil,Technology Development,97.92,1/23/2009,Tokyo Metropolitan College of Industrial Technology,Japan,Tanegashima Space Center,H2A,33499,2009
Kompsat-2,South Korea,South Korea,Korea Aerospace Research Institute (KARI),Government/Commercial,Earth Observation/Technology Development,98.5,7/28/2006,Korea Aerospace Research Institute (KARI)/ EADS Astrium,South Korea/France/UK/Germany,Plesetsk Cosmodrome,Rokot,29268,2006
Kompsat-3,South Korea,South Korea,Korea Aerospace Research Institute (KARI),Government/Commercial,Earth Observation,98.5,5/17/2012,Korea Aerospace Research Institute (KARI)/ EADS Astrium,South Korea/France/UK/Germany,Tanegashima Space Center,H2A,38338,2012
Kompsat-3A,South Korea,South Korea,Korea Aerospace Research Institute (KARI),Government/Commercial,Earth Observation,95.25,3/25/2015,Korea Aerospace Research Institute (KARI),South Korea,Dombarovsky Air Base,Dnepr,40536,2015
Kompsat-5,South Korea,South Korea,Korea Aerospace Research Institute (KARI),Government/Commercial,Earth Observation,95.5,8/22/2013,Korea Aerospace Research Institute (KARI),South Korea,Dombarovsky Air Base,Dnepr,39227,2013
Cosmos 2487,Russia,Russia,Ministry of Defense,Military,Earth Observation,94.6,6/27/2013,NPO Mashinostroyeniya,Russia,Baikonur Cosmodrome,Strela,39194,2013
Koreasat 5,South Korea,South Korea,KT Corporation/Korean Agency for Defense Development (ADD),Military/Commercial,Communications,1436.1,8/22/2006,Thales Alenia Space,France/Italy,Sea Launch Odyssey,Zenit 3SL,29349,2006
Koreasat 5A,South Korea,South Korea,KT Corporation,Commercial,Communications,1436,10/30/2017,Thales Alenia Space,France/Italy,Cape Canaveral,Falcon 9,42984,2017
Koreasat 6,South Korea,South Korea,KT Corporation,Commercial,Communications,1436.12,12/29/2010,Orbital Sciences Corp.,USA,Guiana Space Center,Ariane 5,37265,2010
Koreasat 7,South Korea,South Korea,KT Corporation,Commercial,Communications,1436.08,5/4/2017,Thales Alenia Space,France/Italy,Guiana Space Center,Ariane 5,42691,2017
KX-09,NR (11/19),China,Chinese Academy of Sciences,Government,Space Science,96.7,8/30/2019,Chinese Academy of Sciences,China,Jiuquan Satellite Launch Center,Kuaizhou 1A,44520,2019
USA 133,USA,USA,National Reconnaissance Office (NRO),Military,Earth Observation,98.2,10/24/1997,Lockheed Martin Astronautics,USA,Vandenberg AFB,Titan IV,25017,1997
USA 152,USA,USA,National Reconnaissance Office (NRO),Military,Earth Observation,97.21,8/17/2000,Lockheed Martin Astronautics,USA,Vandenberg AFB,Titan IV,26473,2000
USA 182,USA,USA,National Reconnaissance Office (NRO),Military,Earth Observation,99.08,4/30/2005,Lockheed Martin Astronautics,USA,Cape Canaveral,Titan 4B,28646,2005
Ladybird 1,NR (11/19),China,Beijing Commsat Technology Development Co. Ltd.,Commercial,Technology Development,95.4,12/7/2018,Beijing Commsat Technology Development Co. Ltd.,China,Jiuquan Satellite Launch Center,Long March 2D,43836,2018
Ladybird 2,NR (11/19),China,Beijing Commsat Technology Development Co. Ltd.,Commercial,Technology Development,95.4,12/7/2018,Beijing Commsat Technology Development Co. Ltd.,China,Jiuquan Satellite Launch Center,Long March 2D,43837,2018
Ladybird 3,NR (11/19),China,Beijing Commsat Technology Development Co. Ltd.,Commercial,Technology Development,95.4,12/7/2018,Beijing Commsat Technology Development Co. Ltd.,China,Jiuquan Satellite Launch Center,Long March 2D,43838,2018
Ladybird 4,NR (11/19),China,Beijing Commsat Technology Development Co. Ltd.,Commercial,Technology Development,95.4,12/7/2018,Beijing Commsat Technology Development Co. Ltd.,China,Jiuquan Satellite Launch Center,Long March 2D,43839,2018
Ladybird 5,NR (11/19),China,Beijing Commsat Technology Development Co. Ltd.,Commercial,Technology Development,95.4,12/7/2018,Beijing Commsat Technology Development Co. Ltd.,China,Jiuquan Satellite Launch Center,Long March 2D,43840,2018
Ladybird 6,NR (11/19),China,Beijing Commsat Technology Development Co. Ltd.,Commercial,Technology Development,95.4,12/7/2018,Beijing Commsat Technology Development Co. Ltd.,China,Jiuquan Satellite Launch Center,Long March 2D,43841,2018
Ladybird 7,NR (11/19),China,Beijing Commsat Technology Development Co. Ltd.,Commercial,Technology Development,95.4,12/7/2018,Beijing Commsat Technology Development Co. Ltd.,China,Jiuquan Satellite Launch Center,Long March 2D,43842,2018
Landmapper BC3.v2,USA,USA,Astro Digital,Commercial,Earth Observation,94.5,1/11/2018,Astro Digital,USA,Satish Dhawan Space Centre,PSLV,43118,2018
Landmapper BC4,NR (11/19),USA,Astro Digital,Commercial,Earth Observation ,96.3,12/3/2018,Astro Digital,USA,Vandenberg AFB,Falcon 9,43767,2018
Landsat 7,USA,USA,National Aeronautics and Space Administration (NASA)/US Geological Survey,Government,Earth Observation,98.8,4/15/1999,Lockheed Martin Missiles & Space,USA,Vandenberg AFB,Delta 2,25682,1999
Landsat 8,USA,USA,National Aeronautics and Space Administration (NASA)/US Geological Survey,Government,Earth Observation,98.8,2/11/2013,Orbital Sciences Corp.,USA,Vandenberg AFB,Atlas 5,39084,2013
LaoSat-1,Laos,Laos,Laos National Authority for Science and Technology,Government,Communications,"1,436.10",11/20/2015,China Academy of Space Technology (CAST),China,Xichang Satellite Launch Center,Long March 3B,41034,2015
LAPAN A2,Indonesia,Indonesia,Indonesian National Aeronautics and Space Agency (Lembaga Penerbangan dan Antariksa Nasional - LAPAN),Government,Earth Observation,97.53,9/24/2015,Indonesian National Institute of Aeronautics and Space,Indonesia,Satish Dhawan Space Centre,PSLV C-30,40931,2015
LAPAN A3,Indonesia,Indonesia,Indonesian National Aeronautics and Space Agency (Lembaga Penerbangan dan Antariksa Nasional - LAPAN),Government,Earth Observation,94.8,6/22/2016,Indonesian National Institute of Aeronautics and Space,Indonesia,Satish Dhawan Space Centre,PSLV XL,41603,2016
LAPAN-Tubsat,Indonesia,Indonesia,Indonesian National Aeronautics and Space Agency (Lembaga Penerbangan dan Antariksa Nasional - LAPAN),Government,Earth Observation/Technology Development,97.2,1/10/2007,Technical University Berlin,Germany,Satish Dhawan Space Centre,PSLV C7,29709,2007
LatinSat A,NR,Argentina,Aprize Satellite Argentina,Commercial,Communications,97.5,12/20/2002,SpaceQuest,USA,Baikonur Cosmodrome,Dnepr,27612,2002
LatinSat B,NR,Argentina,Aprize Satellite Argentina,Commercial,Communications,97.9,12/20/2002,SpaceQuest,USA,Baikonur Cosmodrome,Dnepr,27606,2002
Lemur-1,USA,USA,Spire Global Inc.,Commercial,Technology Development,97.82,6/19/2014,NanoSatisfi Inc.,USA,Dombarovsky Air Base,Dnepr,40044,2014
Lemur 2F80,USA,USA,Spire Global Inc.,Commercial,Earth Observation,94.2,7/16/2018,Spire Global,USA,Cygnus,Nanorack Deployer,43559,2018
Lemur 2F4,NR,USA,Spire Global Inc.,Commercial,Earth Observation,97.57,9/28/2015,Spire Global,USA,Satish Dhawan Space Centre,PSLV C-30,40933,2015
Lemur 2F3,NR,USA,Spire Global Inc.,Commercial,Earth Observation,97.57,9/28/2015,Spire Global,USA,Satish Dhawan Space Centre,PSLV C-30,40934,2015
Lemur 2F1,NR,USA,Spire Global Inc.,Commercial,Earth Observation,97.49,9/28/2015,Spire Global,USA,Satish Dhawan Space Centre,PSLV C-30,40932,2015
Lemur 2F2,NR,USA,Spire Global Inc.,Commercial,Earth Observation,97.56,9/28/2015,Spire Global,USA,Satish Dhawan Space Centre,PSLV C-30,40935,2015
Lemur 2FM106,NR (11/19),USA,Spire Global Inc.,Commercial,Earth Observation,95.2,7/5/2019,Spire Global,USA,Vostochny Cosmodrome,Soyuz 2.1b,44407,2019
Lemur 2F47,USA,USA,Spire Global Inc.,Commercial,Earth Observation,96.5,7/14/2017,Spire Global,USA,Baikonur Cosmodrome,Soyuz 2.1a,42838,2017
Lemur 2F31,USA,USA,Spire Global Inc.,Commercial,Earth Observation,94.2,4/18/2017,Spire Global,USA,International Space Station - Cygnus,Nanorack Deployer,42752,2017
Lemur 2F16,USA,USA,Spire Global Inc.,Commercial,Earth Observation,94.6,10/17/2016,Spire Global,USA,Wallops Island Flight Facility,Antares 230,41873,2016
Lemur 2F43,USA,USA,Spire Global Inc.,Commercial,Earth Observation,96.5,7/14/2017,Spire Global,USA,Baikonur Cosmodrome,Soyuz 2.1a,42881,2017
Lemur 2FM98,NR (11/19),USA,Spire Global Inc.,Commercial,Earth Observation,96.5,4/1/2019,Spire Global,USA,Satish Dhawan Space Centre,PSLV,44085,2019
Lemur 2F52,USA,USA,Spire Global Inc.,Commercial,Earth Observation,93.6,12/8/2017,Spire Global,USA,International Space Station - Cygnus,Nanorack Deployer,43047,2017
Lemur 2F71,USA,USA,Spire Global Inc.,Commercial,Earth Observation,94.5,1/11/2018,Spire Global,USA,Satish Dhawan Space Centre,PSLV,43125,2018
Lemur 2F83,NR,USA,Spire Global Inc.,Commercial,Earth Observation,94.7,11/10/2018,Spire Global,USA,Rocket Lab Launch Complex 1,Electron,43697,2018
Lemur 2F90,NR (11/19),USA,Spire Global Inc.,Commercial,Earth Observation,96.2,12/27/2018,Spire Global,USA,Vostochny Cosmodrome,Soyuz 2.1a,43882,2018
Lemur 2F95,NR (11/19),USA,Spire Global Inc.,Commercial,Earth Observation,96.2,12/27/2018,Spire Global,USA,Vostochny Cosmodrome,Soyuz 2.1a,43889,2018
Lemur2F69,USA,USA,Spire Global Inc.,Commercial,Earth Observation,94.5,1/11/2018,Spire Global,USA,Satish Dhawan Space Centre,PSLV,43126,2018
Lemur 2F49,USA,USA,Spire Global Inc.,Commercial,Earth Observation,96.5,7/14/2017,Spire Global,USA,Baikonur Cosmodrome,Soyuz 2.1a,42842,2017
Lemur 2F87,NR,USA,Spire Global Inc.,Commercial,Earth Observation,94.3,11/29/2018,Spire Global,USA,Satish Dhawan Space Centre,PSLV,43745,2018
Lemur 2F57,USA,USA,Spire Global Inc.,Commercial,Earth Observation,93.6,12/10/2017,Spire Global,USA,International Space Station - Cygnus,Nanorack Deployer,43053,2017
Lemur 2FM105,NR (11/19),USA,Spire Global Inc.,Commercial,Earth Observation,95.2,7/5/2019,Spire Global,USA,Vostochny Cosmodrome,Soyuz 2.1b,44405,2019
Lemur2FM104,NR (11/19),USA,Spire Global Inc.,Commercial,Earth Observation,95.2,7/5/2019,Spire Global,USA,Vostochny Cosmodrome,Soyuz 2.1b,44409,2019
Lemur 2FM99,NR (11/19),USA,Spire Global Inc.,Commercial,Earth Observation,94.6,4/1/2019,Spire Global,USA,Satish Dhawan Space Centre,PSLV,44086,2019
Lemur 2F45,USA,USA,Spire Global Inc.,Commercial,Earth Observation,96.5,7/14/2017,Spire Global,USA,Baikonur Cosmodrome,Soyuz 2.1a,42840,2017
Lemur 2F42,USA,USA,Spire Global Inc.,Commercial,Earth Observation,96.5,7/14/2017,Spire Global,USA,Baikonur Cosmodrome,Soyuz 2.1a,42837,2017
Lemur 2FM108,NR (11/19),USA,Spire Global Inc.,Commercial,Earth Observation,95.2,7/5/2019,Spire Global,USA,Vostochny Cosmodrome,Soyuz 2.1b,44411,2019
Lemur 2F89,NR (11/19),USA,Spire Global Inc.,Commercial,Earth Observation,96.2,12/27/2018,Spire Global,USA,Vostochny Cosmodrome,Soyuz 2.1a,43885,2018
Lemur 2F30,USA,USA,Spire Global Inc.,Commercial,Earth Observation,94.2,4/18/2017,Spire Global,USA,International Space Station - Cygnus,Nanorack Deployer,42753,2017
Lemur2F76,USA,USA,Spire Global Inc.,Commercial,Earth Observation,96.2,1/31/2018,Spire Global,USA,Vostochny Cosmodrome,Soyuz 2.1a,43182,2018
Lemur 2F22,USA,USA,Spire Global Inc.,Commercial,Earth Observation,94.6,2/15/2017,Spire Global,USA,Satish Dhawan Space Centre,PSLV-XL,41997,2017
Lemur 2FM97,NR (11/19),USA,Spire Global Inc.,Commercial,Earth Observation,94.6,4/1/2019,Spire Global,USA,Satish Dhawan Space Centre,PSLV,44084,2019
Lemur2F74,USA,USA,Spire Global Inc.,Commercial,Earth Observation,96.2,1/31/2018,Spire Global,USA,Vostochny Cosmodrome,Soyuz 2.1a,43184,2018
Lemur 2F51,USA,USA,Spire Global Inc.,Commercial,Earth Observation,93.6,12/8/2017,Spire Global,USA,International Space Station - Cygnus,Nanorack Deployer,43046,2017
Lemur 2F86,NR,USA,Spire Global Inc.,Commercial,Earth Observation,95,11/29/2018,Spire Global,USA,Satish Dhawan Space Centre,PSLV,43732,2018
Lemur 2F37,USA,USA,Spire Global Inc.,Commercial,Earth Observation,94.6,6/23/2017,Spire Global,USA,Satish Dhawan Space Centre,PSLV,42774,2017
Lemur 2FM107,NR (11/19),USA,Spire Global Inc.,Commercial,Earth Observation,95.2,7/5/2019,Spire Global,USA,Vostochny Cosmodrome,Soyuz 2.1b,44396,2019
Lemur 2F40,USA,USA,Spire Global Inc.,Commercial,Earth Observation,94.6,6/23/2017,Spire Global,USA,Satish Dhawan Space Centre,PSLV,42780,2017
Lemur 2F55,USA,USA,Spire Global Inc.,Commercial,Earth Observation,93.6,12/8/2017,Spire Global,USA,International Space Station - Cygnus,Nanorack Deployer,43054,2017
Lemur 2F36,USA,USA,Spire Global Inc.,Commercial,Earth Observation,94.6,6/23/2017,Spire Global,USA,Satish Dhawan Space Centre,PSLV,42773,2017
Lemur 2F41,USA,USA,Spire Global Inc.,Commercial,Earth Observation,94.6,6/23/2017,Spire Global,USA,Satish Dhawan Space Centre,PSLV,42779,2017
Lemur 2F73,USA,USA,Spire Global Inc.,Commercial,Earth Observation,94.9,1/21/2018,Spire Global,USA,Rocket Lab Launch Complex 1,Electron,43165,2018
Lemur 2F70,USA,USA,Spire Global Inc.,Commercial,Earth Observation,94.5,1/11/2018,Spire Global,USA,Satish Dhawan Space Centre,PSLV,43123,2018
Lemur 2F56,USA,USA,Spire Global Inc.,Commercial,Earth Observation,93.6,12/8/2017,Spire Global,USA,International Space Station - Cygnus,Nanorack Deployer,43051,2017
Lemur 2F38,USA,USA,Spire Global Inc.,Commercial,Earth Observation,94.6,6/23/2017,Spire Global,USA,Satish Dhawan Space Centre,PSLV,42782,2017
Lemur 2F27,USA,USA,Spire Global Inc.,Commercial,Earth Observation,94.6,2/15/2017,Spire Global,USA,Satish Dhawan Space Centre,PSLV-XL,41992,2017
Lemur 2F44,USA,USA,Spire Global Inc.,Commercial,Earth Observation,96.5,7/14/2017,Spire Global,USA,Baikonur Cosmodrome,Soyuz 2.1a,42839,2017
Lemur 2FM101,NR (11/19),USA,Spire Global Inc.,Commercial,Earth Observation,95.2,7/5/2019,Spire Global,USA,Vostochny Cosmodrome,Soyuz 2.1b,44403,2019
Lemur 2F94,NR (11/19),USA,Spire Global Inc.,Commercial,Earth Observation,96.2,12/27/2018,Spire Global,USA,Vostochny Cosmodrome,Soyuz 2.1a,43887,2018
Lemur 2F28,USA,USA,Spire Global Inc.,Commercial,Earth Observation,94.6,2/15/2017,Spire Global,USA,Satish Dhawan Space Centre,PSLV-XL,41996,2017
Lemur 2F84,NR,USA,Spire Global Inc.,Commercial,Earth Observation,95,11/29/2018,Spire Global,USA,Satish Dhawan Space Centre,PSLV,43731,2018
Lemur 2F48,USA,USA,Spire Global Inc.,Commercial,Earth Observation,96.5,7/14/2017,Spire Global,USA,Baikonur Cosmodrome,Soyuz 2.1a,42841,2017
Lemur 2F68,USA,USA,Spire Global Inc.,Commercial,Earth Observation,94.5,1/11/2018,Spire Global,USA,Satish Dhawan Space Centre,PSLV,43124,2018
Lemur 2F25,USA,USA,Spire Global Inc.,Commercial,Earth Observation,94.6,2/15/2017,Spire Global,USA,Satish Dhawan Space Centre,PSLV-XL,41995,2017
Lemur 2F88,NR (11/19),USA,Spire Global Inc.,Commercial,Earth Observation,96.2,12/27/2018,Spire Global,USA,Vostochny Cosmodrome,Soyuz 2.1a,43884,2018
Lemur 2F33,USA,USA,Spire Global Inc.,Commercial,Earth Observation,94.2,4/18/2017,Spire Global,USA,International Space Station - Cygnus,Nanorack Deployer,42754,2017
Lemur 2F54,USA,USA,Spire Global Inc.,Commercial,Earth Observation,93.6,12/8/2017,Spire Global,USA,International Space Station - Cygnus,Nanorack Deployer,43041,2017
Lemur 2F53,USA,USA,Spire Global Inc.,Commercial,Earth Observation,93.6,12/8/2017,Spire Global,USA,International Space Station - Cygnus,Nanorack Deployer,43048,2017
Lemur 2F39,USA,USA,Spire Global Inc.,Commercial,Earth Observation,94.6,6/23/2017,Spire Global,USA,Satish Dhawan Space Centre,PSLV,42781,2017
Lemur 2F93,NR (11/19),USA,Spire Global Inc.,Commercial,Earth Observation,96.2,12/27/2018,Spire Global,USA,Vostochny Cosmodrome,Soyuz 2.1a,43888,2018
Lemur 2F24,USA,USA,Spire Global Inc.,Commercial,Earth Observation,94.6,2/15/2017,Spire Global,USA,Satish Dhawan Space Centre,PSLV-XL,41991,2017
Lemur 2F34,USA,USA,Spire Global Inc.,Commercial,Earth Observation,94.6,6/23/2017,Spire Global,USA,Satish Dhawan Space Centre,PSLV,42771,2017
Lemur 2F26,USA,USA,Spire Global Inc.,Commercial,Earth Observation,94.6,2/15/2017,Spire Global,USA,Satish Dhawan Space Centre,PSLV-XL,41993,2017
Lemur 2F14,USA,USA,Spire Global Inc.,Commercial,Earth Observation,94.6,10/17/2016,Spire Global,USA,Wallops Island Flight Facility,Antares 230,41872,2016
Lemur 2F23,USA,USA,Spire Global Inc.,Commercial,Earth Observation,94.6,2/15/2017,Spire Global,USA,Satish Dhawan Space Centre,PSLV-XL,41994,2017
Lemur 2F32,USA,USA,Spire Global Inc.,Commercial,Earth Observation,94.2,4/18/2017,Spire Global,USA,International Space Station - Cygnus,Nanorack Deployer,42755,2017
